================================================================================
ФАКТИЧЕСКАЯ СХЕМА ПРОД-БАЗЫ UpStat.pro
================================================================================
Источник      : сервер upstat (78.40.109.8), контейнер fastapi-postgres-1
База          : saas, схема public, пользователь saas_user
Снято         : 2026-08-20 16:19 UTC
Запрос        : SELECT table_name, column_name, data_type, is_nullable,
                       column_default
                  FROM information_schema.columns
                 WHERE table_schema='public'
                 ORDER BY table_name, ordinal_position;
alembic_version: 021
Таблиц        : 46 (45 из app/models.py + alembic_version)
Колонок       : 528

Файл снят только для чтения. Никаких изменений в базу не вносилось.
Дамп на сервере: /home/ubuntu/fastapi/backup_2026-08-20.dump (807 851 байт, -Fc)
================================================================================

         table_name          |        column_name        |          data_type          | is_nullable |                     column_default                      
 trainings                   | stage                     | character varying           | YES         | 
 users                       | id                        | integer                     | NO          | nextval('users_id_seq'::regclass)
 users                       | email                     | character varying           | NO          | 
 users                       | password_hash             | character varying           | YES         | 
 users                       | name                      | character varying           | NO          | 
 users                       | phone                     | character varying           | YES         | 
 users                       | avatar                    | character varying           | YES         | 
 users                       | role                      | character varying           | NO          | 
 users                       | google_id                 | character varying           | YES         | 
 users                       | is_oauth_user             | boolean                     | NO          | 
 users                       | created_at                | timestamp without time zone | NO          | 
 users                       | updated_at                | character varying           | YES         | 
 users                       | last_login_at             | timestamp without time zone | YES         | 
 users                       | is_premium                | boolean                     | NO          | false
 users                       | free_analyses_limit       | integer                     | NO          | 5
 users                       | analyses_used             | integer                     | NO          | 0
 users                       | premium_granted_by        | integer                     | YES         | 
 users                       | premium_granted_at        | timestamp without time zone | YES         | 
 users                       | google_access_token       | text                        | YES         | 
 users                       | google_refresh_token      | text                        | YES         | 
 users                       | google_token_expires_at   | timestamp without time zone | YES         | 
 users                       | is_google_user            | boolean                     | YES         | false
 users                       | organization_id           | integer                     | YES         | 
 users                       | product_mode              | character varying           | YES         | 
 voice_training_messages     | id                        | integer                     | NO          | nextval('voice_training_messages_id_seq'::regclass)
 voice_training_messages     | session_id                | integer                     | NO          | 
 voice_training_messages     | role                      | character varying           | NO          | 
 voice_training_messages     | text                      | text                        | NO          | 
 voice_training_messages     | audio_path                | character varying           | YES         | 
 voice_training_messages     | timestamp                 | timestamp without time zone | NO          | 
 voice_training_messages     | duration_seconds          | integer                     | YES         | 
 win_probability_scores      | id                        | integer                     | NO          | nextval('win_probability_scores_id_seq'::regclass)
 win_probability_scores      | conversation_id           | integer                     | NO          | 
 win_probability_scores      | crm_recording_id          | integer                     | YES         | 
 win_probability_scores      | deal_id                   | integer                     | YES         | 
 win_probability_scores      | lead_id                   | integer                     | YES         | 
 win_probability_scores      | deal_status               | character varying           | YES         | 
 win_probability_scores      | total_items               | integer                     | NO          | 
 win_probability_scores      | passed_items              | integer                     | NO          | 
 win_probability_scores      | failed_items              | integer                     | NO          | 
 win_probability_scores      | weighted_score            | double precision            | NO          | 
 win_probability_scores      | win_probability           | double precision            | NO          | 
 win_probability_scores      | max_probability           | double precision            | NO          | 
 win_probability_scores      | score_breakdown_json      | text                        | YES         | 
 win_probability_scores      | ai_summary                | text                        | YES         | 
 win_probability_scores      | created_at                | timestamp without time zone | NO          | now()
 zoom_meetings               | id                        | integer                     | NO          | nextval('zoom_meetings_id_seq'::regclass)
 zoom_meetings               | user_id                   | integer                     | NO          | 
 zoom_meetings               | meeting_id                | character varying           | NO          | 
 zoom_meetings               | topic                     | character varying           | NO          | 
 zoom_meetings               | start_time                | timestamp without time zone | NO          | 
 zoom_meetings               | duration_minutes          | integer                     | NO          | 
 zoom_meetings               | status                    | character varying           | NO          | 
 zoom_meetings               | join_url                  | character varying           | NO          | 
 zoom_meetings               | password                  | character varying           | YES         | 
 zoom_meetings               | ai_agent_enabled          | boolean                     | NO          | 
 zoom_meetings               | agent_active              | boolean                     | NO          | 
 zoom_meetings               | created_at                | timestamp without time zone | NO          | 
(530 rows)

